properties{
  pattern = "ground1.1",
}

tile{
  layer = 0,
  x = 64,
  y = 64,
  width = 16,
  height = 16,
  pattern = "ground1.2",
}

tile{
  layer = 0,
  x = 48,
  y = 152,
  width = 16,
  height = 16,
  pattern = "ground1.2",
}

tile{
  layer = 0,
  x = 200,
  y = 168,
  width = 16,
  height = 16,
  pattern = "ground1.2",
}

tile{
  layer = 0,
  x = 256,
  y = 80,
  width = 16,
  height = 16,
  pattern = "ground1.2",
}

tile{
  layer = 0,
  x = 96,
  y = 40,
  width = 16,
  height = 16,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 216,
  y = 56,
  width = 16,
  height = 16,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 256,
  y = 136,
  width = 16,
  height = 16,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 104,
  y = 168,
  width = 16,
  height = 16,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 144,
  y = 136,
  width = 8,
  height = 24,
  pattern = "184",
}

tile{
  layer = 0,
  x = 168,
  y = 136,
  width = 8,
  height = 24,
  pattern = "185",
}

tile{
  layer = 0,
  x = 112,
  y = 136,
  width = 32,
  height = 8,
  pattern = "121",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 104,
  y = 136,
  width = 8,
  height = 8,
  pattern = "122",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 96,
  y = 136,
  width = 8,
  height = 8,
  pattern = "123",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 96,
  y = 88,
  width = 8,
  height = 48,
  pattern = "125",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 96,
  y = 80,
  width = 8,
  height = 8,
  pattern = "107",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 96,
  y = 72,
  width = 8,
  height = 8,
  pattern = "105",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 104,
  y = 72,
  width = 112,
  height = 8,
  pattern = "108",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 216,
  y = 72,
  width = 8,
  height = 8,
  pattern = "111",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 216,
  y = 80,
  width = 8,
  height = 48,
  pattern = "113",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 176,
  y = 136,
  width = 48,
  height = 8,
  pattern = "120",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 216,
  y = 136,
  width = 8,
  height = 8,
  pattern = "118",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 216,
  y = 128,
  width = 8,
  height = 8,
  pattern = "112",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 96,
  y = 144,
  width = 16,
  height = 16,
  pattern = "140",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 112,
  y = 144,
  width = 32,
  height = 16,
  pattern = "131",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 176,
  y = 144,
  width = 32,
  height = 16,
  pattern = "131",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 208,
  y = 144,
  width = 16,
  height = 16,
  pattern = "133",
  tileset = "oh_outdoors",
}

tile{
  layer = 0,
  x = 256,
  y = 80,
  width = 16,
  height = 16,
  pattern = "175",
}

tile{
  layer = 0,
  x = 120,
  y = 24,
  width = 16,
  height = 16,
  pattern = "16",
}

tile{
  layer = 0,
  x = 184,
  y = 24,
  width = 16,
  height = 16,
  pattern = "16",
}

tile{
  layer = 0,
  x = 280,
  y = 112,
  width = 16,
  height = 16,
  pattern = "17",
}

tile{
  layer = 0,
  x = 24,
  y = 112,
  width = 16,
  height = 16,
  pattern = "18",
}

tile{
  layer = 0,
  x = 144,
  y = 200,
  width = 8,
  height = 32,
  pattern = "door.down.right_side",
}

tile{
  layer = 0,
  x = 168,
  y = 200,
  width = 8,
  height = 32,
  pattern = "door.down.left_side",
}

tile{
  layer = 0,
  x = 152,
  y = 200,
  width = 16,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 144,
  y = 232,
  width = 8,
  height = 16,
  pattern = "73",
}

tile{
  layer = 0,
  x = 168,
  y = 232,
  width = 8,
  height = 16,
  pattern = "73",
}

tile{
  layer = 0,
  x = 152,
  y = 72,
  width = 16,
  height = 16,
  pattern = "172",
}

tile{
  layer = 0,
  x = 152,
  y = 160,
  width = 16,
  height = 16,
  pattern = "7",
}

tile{
  layer = 0,
  x = 152,
  y = 176,
  width = 16,
  height = 16,
  pattern = "11",
}

tile{
  layer = 0,
  x = 136,
  y = 160,
  width = 16,
  height = 16,
  pattern = "9",
}

tile{
  layer = 0,
  x = 168,
  y = 160,
  width = 16,
  height = 16,
  pattern = "10",
}

tile{
  layer = 0,
  x = 72,
  y = 104,
  width = 16,
  height = 16,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 232,
  y = 120,
  width = 16,
  height = 16,
  pattern = "ground1.2",
}

tile{
  layer = 0,
  x = 120,
  y = 88,
  width = 16,
  height = 8,
  pattern = "211",
}

tile{
  layer = 0,
  x = 184,
  y = 88,
  width = 16,
  height = 8,
  pattern = "211",
}

tile{
  layer = 0,
  x = 80,
  y = 152,
  width = 16,
  height = 16,
  pattern = "193",
}

tile{
  layer = 0,
  x = 224,
  y = 152,
  width = 16,
  height = 16,
  pattern = "189",
}

tile{
  layer = 0,
  x = 48,
  y = 80,
  width = 16,
  height = 16,
  pattern = "191",
}

tile{
  layer = 0,
  x = 144,
  y = 80,
  width = 8,
  height = 8,
  pattern = "30",
}

tile{
  layer = 0,
  x = 144,
  y = 88,
  width = 8,
  height = 8,
  pattern = "32",
}

tile{
  layer = 0,
  x = 152,
  y = 88,
  width = 16,
  height = 8,
  pattern = "27",
}

tile{
  layer = 0,
  x = 168,
  y = 88,
  width = 8,
  height = 8,
  pattern = "31",
}

tile{
  layer = 0,
  x = 168,
  y = 80,
  width = 8,
  height = 8,
  pattern = "28",
}

tile{
  layer = 0,
  x = 112,
  y = 144,
  width = 16,
  height = 16,
  pattern = "151",
}

tile{
  layer = 0,
  x = 152,
  y = 136,
  width = 16,
  height = 24,
  pattern = "stairs_up.center_low",
}

chest{
  name = "endChest_fb",
  layer = 0,
  x = 128,
  y = 117,
  sprite = "chests/big_brown",
  opening_method = "interaction_if_item",
  opening_condition = "key",
}

chest{
  name = "endChest_in",
  layer = 0,
  x = 192,
  y = 117,
  sprite = "chests/big_brown",
  opening_method = "interaction_if_item",
  opening_condition = "key",
}

teletransporter{
  layer = 0,
  x = 152,
  y = 224,
  width = 16,
  height = 16,
  destination_map = "town_entrance",
  destination = "from_cave",
}

destination{
  name = "destination",
  layer = 0,
  x = 160,
  y = 229,
  direction = 1,
}

npc{
  layer = 0,
  x = 160,
  y = 85,
  direction = 3,
  subtype = 1,
  behavior = "dialog#endquest.info",
}

wall{
  layer = 0,
  x = 112,
  y = 152,
  width = 16,
  height = 8,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

tile{
  layer = 1,
  x = -8,
  y = -8,
  width = 16,
  height = 256,
  pattern = "ground1.1",
}

tile{
  layer = 1,
  x = 312,
  y = -8,
  width = 16,
  height = 256,
  pattern = "ground1.1",
}

tile{
  layer = 1,
  x = 8,
  y = -8,
  width = 304,
  height = 16,
  pattern = "ground1.1",
}

tile{
  layer = 1,
  x = 8,
  y = 232,
  width = 304,
  height = 16,
  pattern = "ground1.1",
}

tile{
  layer = 1,
  x = 48,
  y = 64,
  width = 16,
  height = 16,
  pattern = "176",
}

tile{
  layer = 1,
  x = 48,
  y = 48,
  width = 16,
  height = 16,
  pattern = "177",
}

tile{
  layer = 1,
  x = 80,
  y = 120,
  width = 16,
  height = 16,
  pattern = "177",
}

tile{
  layer = 1,
  x = 224,
  y = 120,
  width = 16,
  height = 16,
  pattern = "177",
}

tile{
  layer = 1,
  x = 256,
  y = 48,
  width = 16,
  height = 16,
  pattern = "177",
}

tile{
  layer = 1,
  x = 48,
  y = 40,
  width = 16,
  height = 16,
  pattern = "44",
}

tile{
  layer = 1,
  x = 80,
  y = 112,
  width = 16,
  height = 16,
  pattern = "44",
}

tile{
  layer = 1,
  x = 224,
  y = 112,
  width = 16,
  height = 16,
  pattern = "44",
}

tile{
  layer = 1,
  x = 256,
  y = 40,
  width = 16,
  height = 16,
  pattern = "44",
}

tile{
  layer = 1,
  x = 144,
  y = 216,
  width = 32,
  height = 16,
  pattern = "door.down.high",
}

tile{
  layer = 1,
  x = 184,
  y = 136,
  width = 16,
  height = 16,
  pattern = "153",
}

tile{
  layer = 1,
  x = 152,
  y = 56,
  width = 16,
  height = 16,
  pattern = "174",
}

tile{
  layer = 1,
  x = 120,
  y = 56,
  width = 16,
  height = 32,
  pattern = "212",
}

tile{
  layer = 1,
  x = 184,
  y = 56,
  width = 16,
  height = 32,
  pattern = "212",
}

tile{
  layer = 1,
  x = 120,
  y = 50,
  width = 16,
  height = 16,
  pattern = "241",
}

tile{
  layer = 1,
  x = 184,
  y = 50,
  width = 16,
  height = 16,
  pattern = "242",
}

tile{
  layer = 1,
  x = 72,
  y = 136,
  width = 32,
  height = 16,
  pattern = "202",
}

tile{
  layer = 1,
  x = 216,
  y = 136,
  width = 32,
  height = 16,
  pattern = "200",
}

tile{
  layer = 1,
  x = 248,
  y = 64,
  width = 32,
  height = 16,
  pattern = "201",
}

