properties{
  width = 144,
  height = 32,
  pattern = "wall.up.2",
}

tile{
  layer = 0,
  x = 264,
  y = 40,
  width = 16,
  height = 16,
  pattern = "159",
}

tile{
  layer = 0,
  x = 104,
  y = 24,
  width = 16,
  height = 16,
  pattern = "wall.pillar.up.2",
}

tile{
  layer = 0,
  x = 136,
  y = 24,
  width = 16,
  height = 16,
  pattern = "wall.pillar.up.2",
}

shop_treasure{
  layer = 0,
  x = 64,
  y = 56,
  treasure_name = "heart",
  price = 10,
  font = "8_bit",
  dialog = "",
}

destination{
  name = "entrance",
  layer = 0,
  x = 160,
  y = 205,
  direction = 1,
}

shop_treasure{
  layer = 0,
  x = 64,
  y = 104,
  treasure_name = "heart",
  price = 10,
  font = "8_bit",
  dialog = "",
}

shop_treasure{
  layer = 0,
  x = 64,
  y = 152,
  treasure_name = "heart",
  price = 10,
  font = "8_bit",
  dialog = "",
}

shop_treasure{
  layer = 0,
  x = 200,
  y = 56,
  treasure_name = "heart",
  price = 10,
  font = "8_bit",
  dialog = "",
}

shop_treasure{
  layer = 0,
  x = 232,
  y = 56,
  treasure_name = "heart",
  price = 10,
  font = "8_bit",
  dialog = "",
}

teletransporter{
  layer = 0,
  x = 152,
  y = 216,
  width = 16,
  height = 16,
  destination_map = "beach",
  destination = "from_shop",
}

npc{
  name = "Joe",
  layer = 0,
  x = 160,
  y = 69,
  direction = 3,
  subtype = 1,
  sprite = "npc/man/man1",
  behavior = "dialog#joe.welcome",
}

shop_treasure{
  layer = 0,
  x = 200,
  y = 104,
  treasure_name = "heart",
  price = 10,
  font = "8_bit",
  dialog = "",
}

shop_treasure{
  layer = 0,
  x = 232,
  y = 104,
  treasure_name = "heart",
  price = 10,
  font = "8_bit",
  dialog = "",
}

shop_treasure{
  layer = 0,
  x = 200,
  y = 152,
  treasure_name = "heart",
  price = 10,
  font = "8_bit",
  dialog = "",
}

shop_treasure{
  layer = 0,
  x = 232,
  y = 152,
  treasure_name = "heart",
  price = 10,
  font = "8_bit",
  dialog = "",
}

teletransporter{
  layer = 0,
  x = 120,
  y = 8,
  width = 16,
  height = 16,
  destination_map = "bag/shop_basement",
  destination = "from_shop",
}

stairs{
  layer = 0,
  x = 120,
  y = 8,
  direction = 1,
  subtype = 1,
}

destination{
  name = "from_basement",
  layer = 0,
  x = 128,
  y = 45,
  direction = 3,
}

tile{
  layer = 1,
  x = 144,
  y = 216,
  width = 32,
  height = 16,
  pattern = "door.down.high",
}

tile{
  layer = 1,
  x = 152,
  y = 232,
  width = 16,
  height = 16,
  pattern = "roof",
}

tile{
  layer = 1,
  x = 40,
  y = 40,
  width = 24,
  height = 8,
  pattern = "162",
}

tile{
  layer = 1,
  x = 112,
  y = 8,
  width = 32,
  height = 16,
  pattern = "door.up.high",
}

tile{
  layer = 1,
  x = 104,
  y = 8,
  width = 16,
  height = 16,
  pattern = "wall.pillar.up.1",
}

tile{
  layer = 1,
  x = 136,
  y = 8,
  width = 16,
  height = 16,
  pattern = "wall.pillar.up.1",
}

tile{
  layer = 1,
  x = 104,
  y = -8,
  width = 48,
  height = 16,
  pattern = "roof",
}

